Entry	Ensembl_Protein	isomap:M20200405A94466D2655679D1FD8953E075198DA823CF7DE	Entry name	Status	Organism	Length
Q99612	ENSP00000419923	ENSP00000419923 -> Q99612-1	KLF6_HUMAN	reviewed	Homo sapiens (Human)	283
Q8NFP0	ENSP00000419944		PXT1_HUMAN	reviewed	Homo sapiens (Human)	134
Q9UQF0	ENSP00000419945		SYCY1_HUMAN	reviewed	Homo sapiens (Human)	538
Q14722	ENSP00000419952	ENSP00000419952 -> Q14722-1	KCAB1_HUMAN	reviewed	Homo sapiens (Human)	419
P16435	ENSP00000419970		NCPR_HUMAN	reviewed	Homo sapiens (Human)	677
Q8IYB4	ENSP00000419975	ENSP00000419975 -> Q8IYB4-1	PEX5R_HUMAN	reviewed	Homo sapiens (Human)	626
C9JSA6	ENSP00000420008		C9JSA6_HUMAN	unreviewed	Homo sapiens (Human)	91
P17509	ENSP00000420009	ENSP00000420009 -> P17509-1	HXB6_HUMAN	reviewed	Homo sapiens (Human)	224
C9JRX8	ENSP00000420026		C9JRX8_HUMAN	unreviewed	Homo sapiens (Human)	96
P57054	ENSP00000420037	ENSP00000420037 -> P57054-1	PIGP_HUMAN	reviewed	Homo sapiens (Human)	158
Q9NS61	ENSP00000420040	ENSP00000420040 -> Q9NS61-6	KCIP2_HUMAN	reviewed	Homo sapiens (Human)	270
Q96IU4	ENSP00000420065	ENSP00000420065 -> Q96IU4-1	ABHEB_HUMAN	reviewed	Homo sapiens (Human)	210
Q9Y6X1	ENSP00000420076		SERP1_HUMAN	reviewed	Homo sapiens (Human)	66
O94933	ENSP00000420091		SLIK3_HUMAN	reviewed	Homo sapiens (Human)	977
Q9ULU4	ENSP00000420095	ENSP00000420095 -> Q9ULU4-7	PKCB1_HUMAN	reviewed	Homo sapiens (Human)	1186
P51151	ENSP00000420127		RAB9A_HUMAN	reviewed	Homo sapiens (Human)	201
Q9NRY7	ENSP00000420132	ENSP00000420132 -> Q9NRY7-2	PLS2_HUMAN	reviewed	Homo sapiens (Human)	297
O60513	ENSP00000420161		B4GT4_HUMAN	reviewed	Homo sapiens (Human)	344
P09210	ENSP00000420168		GSTA2_HUMAN	reviewed	Homo sapiens (Human)	222
P60508	ENSP00000420174		SYCY2_HUMAN	reviewed	Homo sapiens (Human)	538
Q9NR33	ENSP00000420176		DPOE4_HUMAN	reviewed	Homo sapiens (Human)	117
Q49A88	ENSP00000420180	ENSP00000420180 -> Q49A88-6	CCD14_HUMAN	reviewed	Homo sapiens (Human)	953
P41180	ENSP00000420194	ENSP00000420194 -> P41180-2	CASR_HUMAN	reviewed	Homo sapiens (Human)	1078
O75494	ENSP00000420195	ENSP00000420195 -> O75494-1	SRS10_HUMAN	reviewed	Homo sapiens (Human)	262
P54922	ENSP00000420200		ADPRH_HUMAN	reviewed	Homo sapiens (Human)	357
O15211	ENSP00000420211	ENSP00000420211 -> O15211-1	RGL2_HUMAN	reviewed	Homo sapiens (Human)	777
O75369	ENSP00000420213	ENSP00000420213 -> O75369-8	FLNB_HUMAN	reviewed	Homo sapiens (Human)	2602
Q8WXQ8	ENSP00000420237	ENSP00000420237 -> Q8WXQ8-1	CBPA5_HUMAN	reviewed	Homo sapiens (Human)	436
Q14093	ENSP00000420256		CYLC2_HUMAN	reviewed	Homo sapiens (Human)	348
Q15406	ENSP00000420267	ENSP00000420267 -> Q15406-1	NR6A1_HUMAN	reviewed	Homo sapiens (Human)	480
P40394	ENSP00000420269	ENSP00000420269 -> P40394-2	ADH7_HUMAN	reviewed	Homo sapiens (Human)	386
Q8NDX5	ENSP00000420294	ENSP00000420294 -> Q8NDX5-7	PHC3_HUMAN	reviewed	Homo sapiens (Human)	983
P35913	ENSP00000420295	ENSP00000420295 -> P35913-1	PDE6B_HUMAN	reviewed	Homo sapiens (Human)	854
P41217	ENSP00000420298	ENSP00000420298 -> P41217-3	OX2G_HUMAN	reviewed	Homo sapiens (Human)	278
Q13769	ENSP00000420306		THOC5_HUMAN	reviewed	Homo sapiens (Human)	683
P62829	ENSP00000420311		RL23_HUMAN	reviewed	Homo sapiens (Human)	140
Q9BV23	ENSP00000420315		ABHD6_HUMAN	reviewed	Homo sapiens (Human)	337
Q9Y6N7	ENSP00000420321	ENSP00000420321 -> Q9Y6N7-1	ROBO1_HUMAN	reviewed	Homo sapiens (Human)	1651
Q8IUR7	ENSP00000420333	ENSP00000420333 -> Q8IUR7-2	ARMC8_HUMAN	reviewed	Homo sapiens (Human)	673
Q9H446	ENSP00000420357	ENSP00000420357 -> Q9H446-1	RWDD1_HUMAN	reviewed	Homo sapiens (Human)	243
O76096	ENSP00000420384		CYTF_HUMAN	reviewed	Homo sapiens (Human)	145
P98196	ENSP00000420387		AT11A_HUMAN	reviewed	Homo sapiens (Human)	1134
O95073	ENSP00000420405	ENSP00000420405 -> O95073-1	FSBP_HUMAN	reviewed	Homo sapiens (Human)	299
Q8TD17	ENSP00000420418	ENSP00000420418 -> Q8TD17-1	ZN398_HUMAN	reviewed	Homo sapiens (Human)	642
Q9P003	ENSP00000420443	ENSP00000420443 -> Q9P003-1	CNIH4_HUMAN	reviewed	Homo sapiens (Human)	139
Q8N6D2	ENSP00000420465		RN182_HUMAN	reviewed	Homo sapiens (Human)	247
O15069	ENSP00000420477		NACAD_HUMAN	reviewed	Homo sapiens (Human)	1562
Q9Y530	ENSP00000420484		OARD1_HUMAN	reviewed	Homo sapiens (Human)	152
C9JMV9	ENSP00000420487		C9JMV9_HUMAN	unreviewed	Homo sapiens (Human)	509
Q9GZY6	ENSP00000420494	ENSP00000420494 -> Q9GZY6-1	NTAL_HUMAN	reviewed	Homo sapiens (Human)	243
Q96R45	ENSP00000420502		OR2A7_HUMAN	reviewed	Homo sapiens (Human)	310
Q9UP52	ENSP00000420525	ENSP00000420525 -> Q9UP52-1	TFR2_HUMAN	reviewed	Homo sapiens (Human)	801
Q00059	ENSP00000420588	ENSP00000420588 -> Q00059-1	TFAM_HUMAN	reviewed	Homo sapiens (Human)	246
Q8N766	ENSP00000420608	ENSP00000420608 -> Q8N766-1	EMC1_HUMAN	reviewed	Homo sapiens (Human)	993
Q7Z4U5	ENSP00000420610	ENSP00000420610 -> Q7Z4U5-2	CF201_HUMAN	reviewed	Homo sapiens (Human)	140
Q7Z3E1	ENSP00000420612		PARPT_HUMAN	reviewed	Homo sapiens (Human)	657
Q8IWA4	ENSP00000420617	ENSP00000420617 -> Q8IWA4-1	MFN1_HUMAN	reviewed	Homo sapiens (Human)	741
C9JCY4	ENSP00000420658		C9JCY4_HUMAN	unreviewed	Homo sapiens (Human)	151
Q96CT2	ENSP00000420659	ENSP00000420659 -> Q96CT2-1	KLH29_HUMAN	reviewed	Homo sapiens (Human)	875
Q9H974	ENSP00000420682	ENSP00000420682 -> Q9H974-4	QTRT2_HUMAN	reviewed	Homo sapiens (Human)	415
Q0VAA5	ENSP00000420686	ENSP00000420686 -> Q0VAA5-1	PLCX2_HUMAN	reviewed	Homo sapiens (Human)	305
O60783	ENSP00000420714		RT14_HUMAN	reviewed	Homo sapiens (Human)	128
Q6PIY5	ENSP00000420716	ENSP00000420716 -> Q6PIY5-1	ARMD1_HUMAN	reviewed	Homo sapiens (Human)	440
O75690	ENSP00000420723		KRA58_HUMAN	reviewed	Homo sapiens (Human)	187
Q2M3W8	ENSP00000420727	ENSP00000420727 -> Q2M3W8-1	ZN181_HUMAN	reviewed	Homo sapiens (Human)	571
A0A4W8X8U3	ENSP00000420826		A0A4W8X8U3_HUMAN	unreviewed	Homo sapiens (Human)	198
Q9Y5I3	ENSP00000420840	ENSP00000420840 -> Q9Y5I3-1	PCDA1_HUMAN	reviewed	Homo sapiens (Human)	950
Q8IY84	ENSP00000420849		NIM1_HUMAN	reviewed	Homo sapiens (Human)	436
Q6NXP0	ENSP00000420854		EFC12_HUMAN	reviewed	Homo sapiens (Human)	572
Q96G75	ENSP00000420875	ENSP00000420875 -> Q96G75-1	RMD5B_HUMAN	reviewed	Homo sapiens (Human)	393
B9EJG8	ENSP00000420919	ENSP00000420919 -> B9EJG8-1	T150C_HUMAN	reviewed	Homo sapiens (Human)	249
Q15119	ENSP00000420927	ENSP00000420927 -> Q15119-1	PDK2_HUMAN	reviewed	Homo sapiens (Human)	407
P49908	ENSP00000420939		SEPP1_HUMAN	reviewed	Homo sapiens (Human)	381
Q6UYE1	ENSP00000420976	ENSP00000420976 -> Q6UYE1-2	LEU7_HUMAN	reviewed	Homo sapiens (Human)	221
Q1W4C9	ENSP00000421048	ENSP00000421048 -> Q1W4C9-1	ISK13_HUMAN	reviewed	Homo sapiens (Human)	94
Q7Z4Y8	ENSP00000421076		AT5L2_HUMAN	reviewed	Homo sapiens (Human)	100
D6RGX4	ENSP00000421131		F90AP_HUMAN	reviewed	Homo sapiens (Human)	464
Q495X7	ENSP00000421142		TRI60_HUMAN	reviewed	Homo sapiens (Human)	471
Q6ZU67	ENSP00000421169	ENSP00000421169 -> Q6ZU67-1	BEND4_HUMAN	reviewed	Homo sapiens (Human)	534
Q6E213	ENSP00000421172		AWAT2_HUMAN	reviewed	Homo sapiens (Human)	333
Q96JK9	ENSP00000421180		MAML3_HUMAN	reviewed	Homo sapiens (Human)	1138
A6NG13	ENSP00000421185		MGT4D_HUMAN	reviewed	Homo sapiens (Human)	374
Q8N9C0	ENSP00000421191	ENSP00000421191 -> Q8N9C0-2	IGS22_HUMAN	reviewed	Homo sapiens (Human)	903
Q9NY35	ENSP00000421226	ENSP00000421226 -> Q9NY35-1	CLDN1_HUMAN	reviewed	Homo sapiens (Human)	253
P52739	ENSP00000421246	ENSP00000421246 -> P52739-2	ZN131_HUMAN	reviewed	Homo sapiens (Human)	623
Q13106	ENSP00000421258		ZN154_HUMAN	reviewed	Homo sapiens (Human)	437
Q0GE19	ENSP00000421275	ENSP00000421275 -> Q0GE19-1	NTCP7_HUMAN	reviewed	Homo sapiens (Human)	340
Q9HD67	ENSP00000421280	ENSP00000421280 -> Q9HD67-1	MYO10_HUMAN	reviewed	Homo sapiens (Human)	2058
A4FU49	ENSP00000421294	ENSP00000421294 -> A4FU49-3	SH321_HUMAN	reviewed	Homo sapiens (Human)	640
K7N7A8	ENSP00000421315		K7N7A8_HUMAN	unreviewed	Homo sapiens (Human)	449
P98194	ENSP00000421326	ENSP00000421326 -> P98194-7	AT2C1_HUMAN	reviewed	Homo sapiens (Human)	919
Q86UG4	ENSP00000421339	ENSP00000421339 -> Q86UG4-1	SO6A1_HUMAN	reviewed	Homo sapiens (Human)	719
Q9H5I5	ENSP00000421377	ENSP00000421377 -> Q9H5I5-1	PIEZ2_HUMAN	reviewed	Homo sapiens (Human)	2752
Q96H20	ENSP00000421380	ENSP00000421380 -> Q96H20-1	SNF8_HUMAN	reviewed	Homo sapiens (Human)	258
Q96C74	ENSP00000421405		ROP1L_HUMAN	reviewed	Homo sapiens (Human)	230
Q53EQ6	ENSP00000421489	ENSP00000421489 -> Q53EQ6-1	TIGD5_HUMAN	reviewed	Homo sapiens (Human)	642
Q13426	ENSP00000421491	ENSP00000421491 -> Q13426-1	XRCC4_HUMAN	reviewed	Homo sapiens (Human)	336
Q9H0N5	ENSP00000421544		PHS2_HUMAN	reviewed	Homo sapiens (Human)	130
Q49SQ1	ENSP00000421557		GPR33_HUMAN	reviewed	Homo sapiens (Human)	333
Q9NQW7	ENSP00000421566	ENSP00000421566 -> Q9NQW7-3	XPP1_HUMAN	reviewed	Homo sapiens (Human)	623
A6NEF3	ENSP00000421586		GG6L4_HUMAN	reviewed	Homo sapiens (Human)	574
E9PB61	ENSP00000421592		E9PB61_HUMAN	unreviewed	Homo sapiens (Human)	264
Q495Y8	ENSP00000421686	ENSP00000421686 -> Q495Y8-1	SPDE2_HUMAN	reviewed	Homo sapiens (Human)	402
A0A5F9W493	ENSP00000421689		A0A5F9W493_HUMAN	unreviewed	Homo sapiens (Human)	353
P02774	ENSP00000421725	ENSP00000421725 -> P02774-3	VTDB_HUMAN	reviewed	Homo sapiens (Human)	474
Q2VPA4	ENSP00000421736	ENSP00000421736 -> Q2VPA4-1	CR1L_HUMAN	reviewed	Homo sapiens (Human)	569
D6RAR5	ENSP00000421799		D6RAR5_HUMAN	unreviewed	Homo sapiens (Human)	112
D6RAR4	ENSP00000421801		D6RAR4_HUMAN	unreviewed	Homo sapiens (Human)	662
P47869	ENSP00000421828	ENSP00000421828 -> P47869-1	GBRA2_HUMAN	reviewed	Homo sapiens (Human)	451
Q9BS18	ENSP00000421842		APC13_HUMAN	reviewed	Homo sapiens (Human)	74
Q86VV4	ENSP00000421853	ENSP00000421853 -> Q86VV4-3	RNB3L_HUMAN	reviewed	Homo sapiens (Human)	465
Q8TF63	ENSP00000421871		DCNP1_HUMAN	reviewed	Homo sapiens (Human)	244
Q499Z4	ENSP00000421915	ENSP00000421915 -> Q499Z4-1	ZN672_HUMAN	reviewed	Homo sapiens (Human)	452
Q12766	ENSP00000421917	ENSP00000421917 -> Q12766-2	HMGX3_HUMAN	reviewed	Homo sapiens (Human)	1538
Q96M27	ENSP00000421965	ENSP00000421965 -> Q96M27-3	PRRC1_HUMAN	reviewed	Homo sapiens (Human)	445
Q6TCH7	ENSP00000421981	ENSP00000421981 -> Q6TCH7-1	PAQR3_HUMAN	reviewed	Homo sapiens (Human)	311
Q8TF40	ENSP00000421985	ENSP00000421985 -> Q8TF40-1	FNIP1_HUMAN	reviewed	Homo sapiens (Human)	1166
Q13046	ENSP00000421986		PSG7_HUMAN	reviewed	Homo sapiens (Human)	419
A0A087WSZ2	ENSP00000422007		A0A087WSZ2_HUMAN	unreviewed	Homo sapiens (Human)	944
Q6ZNB6	ENSP00000422037	ENSP00000422037 -> Q6ZNB6-1	NFXL1_HUMAN	reviewed	Homo sapiens (Human)	911
Q96PV7	ENSP00000422131	ENSP00000422131 -> Q96PV7-3	F193B_HUMAN	reviewed	Homo sapiens (Human)	902
P78314	ENSP00000422168	ENSP00000422168 -> P78314-1	3BP2_HUMAN	reviewed	Homo sapiens (Human)	561
Q96PQ0	ENSP00000422185		SORC2_HUMAN	reviewed	Homo sapiens (Human)	1159
Q6PF05	ENSP00000422188	ENSP00000422188 -> Q6PF05-1	TT23L_HUMAN	reviewed	Homo sapiens (Human)	361
D6R901	ENSP00000422216		U17LL_HUMAN	reviewed	Homo sapiens (Human)	530
Q6P4H8	ENSP00000422338	ENSP00000422338 -> Q6P4H8-1	ACKMT_HUMAN	reviewed	Homo sapiens (Human)	233
Q8NEC7	ENSP00000422354	ENSP00000422354 -> Q8NEC7-1	GSTCD_HUMAN	reviewed	Homo sapiens (Human)	633
Q96DE0	ENSP00000422375	ENSP00000422375 -> Q96DE0-4	NUD16_HUMAN	reviewed	Homo sapiens (Human)	195
P62312	ENSP00000422392		LSM6_HUMAN	reviewed	Homo sapiens (Human)	80
Q8WZ71	ENSP00000422431	ENSP00000422431 -> Q8WZ71-1	TM158_HUMAN	reviewed	Homo sapiens (Human)	300
Q9NRA1	ENSP00000422464	ENSP00000422464 -> Q9NRA1-1	PDGFC_HUMAN	reviewed	Homo sapiens (Human)	345
P57088	ENSP00000422473		TMM33_HUMAN	reviewed	Homo sapiens (Human)	247
O95718	ENSP00000422488	ENSP00000422488 -> O95718-1	ERR2_HUMAN	reviewed	Homo sapiens (Human)	433
Q5VTQ0	ENSP00000422496	ENSP00000422496 -> Q5VTQ0-1	TT39B_HUMAN	reviewed	Homo sapiens (Human)	682
Q9HAR2	ENSP00000422533	ENSP00000422533 -> Q9HAR2-4	AGRL3_HUMAN	reviewed	Homo sapiens (Human)	1447
P58397	ENSP00000422554	ENSP00000422554 -> P58397-1	ATS12_HUMAN	reviewed	Homo sapiens (Human)	1594
Q8N7C3	ENSP00000422581		TRIMM_HUMAN	reviewed	Homo sapiens (Human)	387
P33121	ENSP00000422607	ENSP00000422607 -> P33121-1	ACSL1_HUMAN	reviewed	Homo sapiens (Human)	698
D6RBQ6	ENSP00000422621		U17LH_HUMAN	reviewed	Homo sapiens (Human)	530
Q4G0J3	ENSP00000422626	ENSP00000422626 -> Q4G0J3-3	LARP7_HUMAN	reviewed	Homo sapiens (Human)	582
A0A499FJW5	ENSP00000422753		A0A499FJW5_HUMAN	unreviewed	Homo sapiens (Human)	312
Q6P1K8	ENSP00000422907		T2H2L_HUMAN	reviewed	Homo sapiens (Human)	395
A8MSY1	ENSP00000422941		A8MSY1_HUMAN	unreviewed	Homo sapiens (Human)	372
Q9BYJ4	ENSP00000422947	ENSP00000422947 -> Q9BYJ4-1	TRI34_HUMAN	reviewed	Homo sapiens (Human)	488
Q56VL3	ENSP00000423014	ENSP00000423014 -> Q56VL3-1	OCAD2_HUMAN	reviewed	Homo sapiens (Human)	154
Q8NI36	ENSP00000423067		WDR36_HUMAN	reviewed	Homo sapiens (Human)	951
Q8TE69	ENSP00000423099	ENSP00000423099 -> Q8TE69-1	CX04A_HUMAN	reviewed	Homo sapiens (Human)	158
D6RA61	ENSP00000423115		U17LM_HUMAN	reviewed	Homo sapiens (Human)	530
A6NCC3	ENSP00000423159	ENSP00000423159 -> A6NCC3-2	GOG8O_HUMAN	reviewed	Homo sapiens (Human)	632
Q8N5Z0	ENSP00000423190	ENSP00000423190 -> Q8N5Z0-2	AADAT_HUMAN	reviewed	Homo sapiens (Human)	425
Q8TBK6	ENSP00000423276	ENSP00000423276 -> Q8TBK6-1	ZCH10_HUMAN	reviewed	Homo sapiens (Human)	192
H0Y980	ENSP00000423309		H0Y980_HUMAN	unreviewed	Homo sapiens (Human)	304
Q49A17	ENSP00000423313	ENSP00000423313 -> Q49A17-1	GLTL6_HUMAN	reviewed	Homo sapiens (Human)	601
Q70EK9	ENSP00000423333		UBP51_HUMAN	reviewed	Homo sapiens (Human)	711
Q6ZU35	ENSP00000423366		CRACD_HUMAN	reviewed	Homo sapiens (Human)	1233
Q9BXU7	ENSP00000423390		UBP26_HUMAN	reviewed	Homo sapiens (Human)	913
Q6ZWI9	ENSP00000423391		RFPLB_HUMAN	reviewed	Homo sapiens (Human)	263
Q9P0J6	ENSP00000423399		RM36_HUMAN	reviewed	Homo sapiens (Human)	103
D6R9N7	ENSP00000423503		U17LI_HUMAN	reviewed	Homo sapiens (Human)	530
G5E9Z5	ENSP00000423505		G5E9Z5_HUMAN	unreviewed	Homo sapiens (Human)	501
Q496J9	ENSP00000423541		SV2C_HUMAN	reviewed	Homo sapiens (Human)	727
P0DP91	ENSP00000423550	ENSP00000423550 -> P0DP91-1	ERPG3_HUMAN	reviewed	Homo sapiens (Human)	1061
O75367	ENSP00000423563	ENSP00000423563 -> O75367-1	H2AY_HUMAN	reviewed	Homo sapiens (Human)	372
Q494R4	ENSP00000423567	ENSP00000423567 -> Q494R4-1	CC153_HUMAN	reviewed	Homo sapiens (Human)	210
Q5HYI7	ENSP00000423600	ENSP00000423600 -> Q5HYI7-5	MTX3_HUMAN	reviewed	Homo sapiens (Human)	312
Q9UN19	ENSP00000423602	ENSP00000423602 -> Q9UN19-1	DAPP1_HUMAN	reviewed	Homo sapiens (Human)	280
Q9UJT9	ENSP00000423630	ENSP00000423630 -> Q9UJT9-1	FBXL7_HUMAN	reviewed	Homo sapiens (Human)	491
Q8TF17	ENSP00000423660	ENSP00000423660 -> Q8TF17-1	S3TC2_HUMAN	reviewed	Homo sapiens (Human)	1288
Q07002	ENSP00000423665	ENSP00000423665 -> Q07002-3	CDK18_HUMAN	reviewed	Homo sapiens (Human)	474
Q9P0J0	ENSP00000423673	ENSP00000423673 -> Q9P0J0-1	NDUAD_HUMAN	reviewed	Homo sapiens (Human)	144
P46926	ENSP00000423674	ENSP00000423674 -> P46926-1	GNPI1_HUMAN	reviewed	Homo sapiens (Human)	289
O15335	ENSP00000423812		CHAD_HUMAN	reviewed	Homo sapiens (Human)	359
Q8NB50	ENSP00000423820	ENSP00000423820 -> Q8NB50-1	ZFP62_HUMAN	reviewed	Homo sapiens (Human)	900
Q8TED1	ENSP00000423822		GPX8_HUMAN	reviewed	Homo sapiens (Human)	209
Q8N7B6	ENSP00000423881	ENSP00000423881 -> Q8N7B6-1	PACRL_HUMAN	reviewed	Homo sapiens (Human)	248
Q96PQ7	ENSP00000423897	ENSP00000423897 -> Q96PQ7-1	KLHL5_HUMAN	reviewed	Homo sapiens (Human)	755
Q15761	ENSP00000423917		NPY5R_HUMAN	reviewed	Homo sapiens (Human)	445
Q9BTF0	ENSP00000423933	ENSP00000423933 -> Q9BTF0-1	THUM2_HUMAN	reviewed	Homo sapiens (Human)	503
Q6ZNX1	ENSP00000424007		SHLD3_HUMAN	reviewed	Homo sapiens (Human)	250
Q64ET8	ENSP00000424015	ENSP00000424015 -> Q64ET8-2	FRG2_HUMAN	reviewed	Homo sapiens (Human)	278
P59544	ENSP00000424040		T2R50_HUMAN	reviewed	Homo sapiens (Human)	299
A6NHP3	ENSP00000424058	ENSP00000424058 -> A6NHP3-1	SPE2B_HUMAN	reviewed	Homo sapiens (Human)	402
D6RBM5	ENSP00000424077		U17LN_HUMAN	reviewed	Homo sapiens (Human)	183
Q5HYW2	ENSP00000424079	ENSP00000424079 -> Q5HYW2-2	NHSL2_HUMAN	reviewed	Homo sapiens (Human)	1225
A1L3X0	ENSP00000424123		ELOV7_HUMAN	reviewed	Homo sapiens (Human)	281
Q6DN14	ENSP00000424126	ENSP00000424126 -> Q6DN14-1	MCTP1_HUMAN	reviewed	Homo sapiens (Human)	999
O95925	ENSP00000361746,ENSP00000424176	ENSP00000361746 -> O95925-1,ENSP00000424176 -> O95925-3	EPPI_HUMAN	reviewed	Homo sapiens (Human)	133
Q9UHA4	ENSP00000424183	ENSP00000424183 -> Q9UHA4-1	LTOR3_HUMAN	reviewed	Homo sapiens (Human)	124
Q53HV7	ENSP00000424191	ENSP00000424191 -> Q53HV7-1	SMUG1_HUMAN	reviewed	Homo sapiens (Human)	270
O95198	ENSP00000424198	ENSP00000424198 -> O95198-2	KLHL2_HUMAN	reviewed	Homo sapiens (Human)	593
Q9P273	ENSP00000424226		TEN3_HUMAN	reviewed	Homo sapiens (Human)	2699
Q5T1H1	ENSP00000424243	ENSP00000424243 -> Q5T1H1-1	EYS_HUMAN	reviewed	Homo sapiens (Human)	3165
Q9NZH5	ENSP00000424261	ENSP00000424261 -> Q9NZH5-2	PTTG2_HUMAN	reviewed	Homo sapiens (Human)	202
E9PBE3	ENSP00000424363		E9PBE3_HUMAN	unreviewed	Homo sapiens (Human)	544
Q9BU23	ENSP00000424381	ENSP00000424381 -> Q9BU23-1	LMF2_HUMAN	reviewed	Homo sapiens (Human)	707
Q496A3	ENSP00000424400	ENSP00000424400 -> Q496A3-1	SPAS1_HUMAN	reviewed	Homo sapiens (Human)	300
O43660	ENSP00000424417	ENSP00000424417 -> O43660-1	PLRG1_HUMAN	reviewed	Homo sapiens (Human)	514
Q8IZD0	ENSP00000424474	ENSP00000424474 -> Q8IZD0-2	SAM14_HUMAN	reviewed	Homo sapiens (Human)	417
Q8TEC5	ENSP00000424497	ENSP00000424497 -> Q8TEC5-1	SH3R2_HUMAN	reviewed	Homo sapiens (Human)	729
P15515	ENSP00000424501		HIS1_HUMAN	reviewed	Homo sapiens (Human)	57
Q13454	ENSP00000424544	ENSP00000424544 -> Q13454-1	TUSC3_HUMAN	reviewed	Homo sapiens (Human)	348
Q9BYE9	ENSP00000424565		CDHR2_HUMAN	reviewed	Homo sapiens (Human)	1310
Q96G79	ENSP00000424566	ENSP00000424566 -> Q96G79-1	S35A4_HUMAN	reviewed	Homo sapiens (Human)	324
P35556	ENSP00000424571	ENSP00000424571 -> P35556-1	FBN2_HUMAN	reviewed	Homo sapiens (Human)	2912
A0A0B4J207	ENSP00000424595		A0A0B4J207_HUMAN	unreviewed	Homo sapiens (Human)	318
O15263	ENSP00000303532,ENSP00000424598		DFB4A_HUMAN	reviewed	Homo sapiens (Human)	64
Q96RI9	ENSP00000424607		TAAR9_HUMAN	reviewed	Homo sapiens (Human)	348
Q8TBQ9	ENSP00000424707		KISHA_HUMAN	reviewed	Homo sapiens (Human)	72
A0PK11	ENSP00000424711		CLRN2_HUMAN	reviewed	Homo sapiens (Human)	232
Q86YA3	ENSP00000424737	ENSP00000424737 -> Q86YA3-1	ZGRF1_HUMAN	reviewed	Homo sapiens (Human)	2104
Q96PY6	ENSP00000424757	ENSP00000424757 -> Q96PY6-3	NEK1_HUMAN	reviewed	Homo sapiens (Human)	1258
Q9Y2J4	ENSP00000424765	ENSP00000424765 -> Q9Y2J4-4	AMOL2_HUMAN	reviewed	Homo sapiens (Human)	779
A0A0A6YYJ0	ENSP00000424768		A0A0A6YYJ0_HUMAN	unreviewed	Homo sapiens (Human)	341
P46934	ENSP00000424827	ENSP00000424827 -> P46934-1	NEDD4_HUMAN	reviewed	Homo sapiens (Human)	1319
Q9NQI0	ENSP00000424838	ENSP00000424838 -> Q9NQI0-1	DDX4_HUMAN	reviewed	Homo sapiens (Human)	724
P09132	ENSP00000424870	ENSP00000424870 -> P09132-1	SRP19_HUMAN	reviewed	Homo sapiens (Human)	144
Q96LI5	ENSP00000424896	ENSP00000424896 -> Q96LI5-1	CNO6L_HUMAN	reviewed	Homo sapiens (Human)	555
Q9C0I3	ENSP00000425040	ENSP00000425040 -> Q9C0I3-1	CCSE1_HUMAN	reviewed	Homo sapiens (Human)	900
Q8NBA8	ENSP00000425048		DTWD2_HUMAN	reviewed	Homo sapiens (Human)	298
O95232	ENSP00000425092	ENSP00000425092 -> O95232-1	LC7L3_HUMAN	reviewed	Homo sapiens (Human)	432
Q13634	ENSP00000425093	ENSP00000425093 -> Q13634-1	CAD18_HUMAN	reviewed	Homo sapiens (Human)	790
O94817	ENSP00000425107	ENSP00000425107 -> O94817-1	ATG12_HUMAN	reviewed	Homo sapiens (Human)	140
Q92540	ENSP00000425133	ENSP00000425133 -> Q92540-4	SMG7_HUMAN	reviewed	Homo sapiens (Human)	1137
Q8TAB5	ENSP00000425166		CA216_HUMAN	reviewed	Homo sapiens (Human)	229
B7ZL88	ENSP00000425261		B7ZL88_HUMAN	unreviewed	Homo sapiens (Human)	334
O94929	ENSP00000425394	ENSP00000425394 -> O94929-1	ABLM3_HUMAN	reviewed	Homo sapiens (Human)	683
Q86VE3	ENSP00000425421	ENSP00000425421 -> Q86VE3-2	SATL1_HUMAN	reviewed	Homo sapiens (Human)	695
O15327	ENSP00000425487	ENSP00000425487 -> O15327-1	INP4B_HUMAN	reviewed	Homo sapiens (Human)	924
Q8TC20	ENSP00000425493	ENSP00000425493 -> Q8TC20-5	CAGE1_HUMAN	reviewed	Homo sapiens (Human)	777
A0A140T9Z0	ENSP00000425497		A0A140T9Z0_HUMAN	unreviewed	Homo sapiens (Human)	693
Q8WX93	ENSP00000425556	ENSP00000425556 -> Q8WX93-9	PALLD_HUMAN	reviewed	Homo sapiens (Human)	1383
P06730	ENSP00000425561	ENSP00000425561 -> P06730-2	IF4E_HUMAN	reviewed	Homo sapiens (Human)	217
D6RCP7	ENSP00000425582		U17LJ_HUMAN	reviewed	Homo sapiens (Human)	530
O60645	ENSP00000425587		EXOC3_HUMAN	reviewed	Homo sapiens (Human)	745
P12081	ENSP00000425634	ENSP00000425634 -> P12081-1	HARS1_HUMAN	reviewed	Homo sapiens (Human)	509
Q9ULJ7	ENSP00000425658	ENSP00000425658 -> Q9ULJ7-1	ANR50_HUMAN	reviewed	Homo sapiens (Human)	1429
Q6ZUS6	ENSP00000425715	ENSP00000425715 -> Q6ZUS6-4	CC149_HUMAN	reviewed	Homo sapiens (Human)	474
P15954	ENSP00000425759		COX7C_HUMAN	reviewed	Homo sapiens (Human)	63
Q6V702	ENSP00000425786	ENSP00000425786 -> Q6V702-1	CF299_HUMAN	reviewed	Homo sapiens (Human)	233
